field_id,sport_id,day_of_week,hour,is_weekend,month,price,is_peak_hour,was_booked
f1,tennis,7,2,1,12,315811,0,0
f3,football,6,9,1,10,365765,0,0
f2,football,2,20,0,4,475260,1,1
f2,football,6,6,1,7,532211,0,0
f3,tennis,3,22,0,12,258783,0,1
f3,tennis,5,18,0,6,286202,1,1
f1,football,5,17,0,10,404997,1,1
f1,football,5,21,0,10,549402,1,0
f1,football,5,19,0,2,487498,1,0
f2,tennis,3,20,0,7,313646,1,1
f2,football,2,14,0,5,468855,0,0
f3,tennis,4,14,0,1,393449,0,0
f1,badminton,4,21,0,5,398816,1,1
f2,tennis,3,18,0,8,341250,1,1
f1,football,3,12,0,12,492056,0,1
f2,table-tennis,6,6,1,2,407896,0,0
f2,badminton,4,19,0,9,399009,1,0
f3,football,1,19,0,5,516426,1,1
f3,football,1,6,0,3,376309,0,0
f1,football,4,22,0,1,497235,0,0
f2,tennis,7,16,1,8,302028,0,0
f1,tennis,1,12,0,4,414066,0,0
f1,tennis,5,16,0,9,295121,0,1
f2,tennis,7,5,1,12,387364,0,1
f1,football,7,18,1,10,478091,1,0
f3,football,6,11,1,4,535404,0,0
f1,badminton,1,22,0,8,367342,0,0
f3,football,2,17,0,5,490037,1,1
f3,table-tennis,3,21,0,7,399345,1,0
f2,tennis,2,13,0,8,338761,0,0
f3,tennis,5,0,0,2,317045,0,0
f2,badminton,6,17,1,10,387051,1,1
f1,tennis,1,11,0,6,333964,0,1
f2,tennis,6,22,1,12,335389,0,0
f1,tennis,7,21,1,4,357441,1,0
f3,tennis,6,17,1,6,268340,1,1
f3,tennis,3,22,0,5,304862,0,0
f3,football,5,20,0,12,474892,1,1
f3,football,6,19,1,9,512355,1,0
f3,tennis,5,18,0,5,272280,1,0
f3,football,3,14,0,2,466769,0,0
f3,badminton,7,22,1,3,439091,0,0
f3,football,2,8,0,6,547545,0,0
f2,tennis,3,21,0,5,288541,1,1
f1,tennis,1,21,0,11,326062,1,0
f1,tennis,2,7,0,9,339220,0,0
f2,tennis,1,8,0,3,276253,0,1
f3,tennis,2,19,0,6,343804,1,1
f1,tennis,3,11,0,11,291079,0,0
f1,tennis,3,17,0,4,272099,1,1
f1,tennis,7,8,1,2,330541,0,0
f2,tennis,4,13,0,8,250611,0,1
f1,tennis,3,21,0,1,392233,1,1
f3,football,1,0,0,11,532141,0,0
f1,football,3,8,0,5,363462,0,1
f3,tennis,2,21,0,2,255992,1,1
f2,tennis,6,17,1,9,318697,1,1
f3,football,3,16,0,8,548319,0,1
f2,football,2,20,0,4,467197,1,1
f1,tennis,5,7,0,3,398049,0,0
f1,tennis,6,18,1,5,320088,1,1
f3,football,6,20,1,2,452587,1,1
f1,tennis,4,7,0,7,321733,0,0
f3,football,2,17,0,12,532616,1,1
f2,tennis,1,17,0,11,385386,1,1
f3,football,4,16,0,2,544210,0,0
f2,football,7,15,1,2,476037,0,0
f2,table-tennis,2,19,0,6,403707,1,1
f1,badminton,4,18,0,4,413001,1,1
f1,football,6,22,1,2,464474,0,0
f3,tennis,2,18,0,2,317070,1,1
f3,football,3,8,0,11,509867,0,0
f2,tennis,4,6,0,1,272898,0,0
f2,tennis,7,14,1,11,305836,0,0
f1,football,1,21,0,3,534829,1,1
f2,tennis,5,20,0,5,346084,1,1
f2,football,1,14,0,7,509839,0,1
f2,football,7,20,1,8,405278,1,1
f1,football,2,20,0,12,457686,1,0
f1,football,4,14,0,10,524572,0,0
f1,football,4,18,0,6,353777,1,0
f3,football,4,7,0,8,503907,0,0
f1,tennis,6,0,1,6,342349,0,0
f3,badminton,5,20,0,12,379358,1,0
f3,tennis,5,18,0,9,341826,1,1
f2,football,6,14,1,4,395318,0,0
f3,tennis,2,21,0,9,330335,1,1
f3,football,5,18,0,8,514990,1,0
f1,tennis,3,15,0,4,286458,0,1
f1,football,6,14,1,7,380801,0,1
f2,football,4,18,0,2,415333,1,1
f1,tennis,6,1,1,11,263453,0,0
f1,badminton,5,21,0,1,361913,1,1
f3,badminton,3,19,0,9,377112,1,1
f2,tennis,3,21,0,1,279218,1,0
f2,football,7,17,1,10,412014,1,1
f2,tennis,4,6,0,2,449525,0,0
f1,tennis,3,23,0,11,288270,0,0
f2,football,1,21,0,1,371516,1,1
f3,tennis,6,6,1,7,383330,0,0
f1,football,7,7,1,7,509905,0,0
f1,tennis,3,17,0,2,404325,1,1
f3,football,5,18,0,2,409048,1,1
f3,table-tennis,2,0,0,8,419515,0,0
f3,tennis,7,14,1,10,316628,0,0
f1,badminton,5,20,0,3,366827,1,1
f3,tennis,5,16,0,6,400418,0,0
f3,tennis,7,11,1,4,402149,0,0
f2,tennis,7,8,1,3,304099,0,0
f3,tennis,3,19,0,12,391144,1,1
f3,football,2,7,0,4,431810,0,0
f3,tennis,6,19,1,3,335208,1,0
f1,table-tennis,5,19,0,12,392255,1,1
f2,tennis,4,20,0,10,437445,1,1
f3,football,7,12,1,9,405363,0,0
f3,football,1,9,0,7,456955,0,0
f1,tennis,7,12,1,3,339573,0,1
f1,badminton,7,7,1,5,448775,0,0
f2,tennis,1,19,0,10,338542,1,1
f1,table-tennis,6,13,1,9,381142,0,0
f3,tennis,6,3,1,11,300014,0,0
f3,tennis,5,0,0,1,347474,0,0
f3,tennis,7,22,1,4,333071,0,0
f3,tennis,7,18,1,10,346790,1,1
f3,football,3,11,0,8,539477,0,1
f1,badminton,5,13,0,2,355326,0,0
f3,tennis,2,21,0,3,283425,1,1
f2,tennis,2,9,0,1,392287,0,0
f3,badminton,7,13,1,11,414297,0,0
f3,tennis,1,14,0,12,318864,0,1
f1,table-tennis,1,10,0,9,404516,0,0
f2,football,3,20,0,4,477964,1,1
f2,tennis,3,22,0,4,348652,0,0
f2,football,7,0,1,11,365036,0,0
f2,football,6,22,1,10,531412,0,0
f1,table-tennis,3,22,0,7,364860,0,0
f3,tennis,3,22,0,1,417746,0,0
f2,football,7,12,1,9,413806,0,1
f3,football,3,5,0,9,462577,0,0
f3,table-tennis,1,4,0,11,377627,0,0
f1,football,4,7,0,2,420484,0,0
f3,tennis,6,21,1,2,339921,1,1
f2,table-tennis,3,5,0,1,359600,0,1
f2,football,1,21,0,10,379837,1,0
f2,tennis,4,14,0,11,306757,0,1
f2,table-tennis,1,0,0,9,434072,0,0
f1,football,5,18,0,1,359514,1,1
f3,football,3,13,0,11,529503,0,1
f2,tennis,4,1,0,11,312126,0,0
f1,football,6,19,1,7,521529,1,1
f3,football,3,20,0,11,545594,1,1
f1,table-tennis,7,9,1,9,366152,0,1
f3,football,4,19,0,9,361157,1,1
f3,football,6,7,1,6,404087,0,0
f3,football,2,8,0,3,530856,0,0
f1,football,2,20,0,11,524356,1,0
f3,tennis,6,4,1,9,288096,0,0
f2,football,2,21,0,12,513857,1,0
f2,football,6,9,1,11,463113,0,1
f1,football,3,12,0,8,493036,0,0
f2,badminton,5,20,0,3,424299,1,1
f2,tennis,2,14,0,1,282266,0,0
f3,table-tennis,6,11,1,7,397118,0,1
f3,tennis,4,12,0,8,297020,0,0
f2,badminton,1,20,0,3,429511,1,1
f2,football,5,10,0,4,546147,0,0
f1,football,1,18,0,1,416476,1,1
f3,table-tennis,4,7,0,10,354804,0,0
f3,football,4,18,0,11,369481,1,1
f1,badminton,6,8,1,5,410909,0,0
f1,tennis,3,0,0,9,336858,0,0
f3,football,2,8,0,9,408487,0,1
f3,football,6,21,1,3,445945,1,1
f2,football,2,8,0,8,458239,0,1
f1,football,6,17,1,4,497349,1,1
f2,football,1,14,0,11,463529,0,0
f3,tennis,7,17,1,5,447243,1,1
f3,tennis,2,20,0,7,399613,1,1
f3,football,5,13,0,5,479215,0,0
f2,tennis,4,20,0,8,329195,1,1
f1,tennis,2,4,0,4,317441,0,0
f1,football,2,12,0,3,528908,0,0
f1,table-tennis,2,20,0,7,393283,1,1
f2,table-tennis,4,7,0,8,427436,0,0
f2,football,2,8,0,1,525168,0,0
f1,table-tennis,5,21,0,1,425008,1,1
f1,tennis,2,23,0,9,303143,0,0
f3,table-tennis,1,20,0,12,436736,1,0
f1,football,4,14,0,10,513133,0,1
f2,tennis,2,21,0,10,373839,1,1
f3,tennis,2,17,0,12,294914,1,0
f3,badminton,1,13,0,4,400523,0,1
f1,football,5,17,0,9,505023,1,0
f3,football,2,21,0,8,530576,1,1
f3,tennis,7,5,1,2,413208,0,0
f3,badminton,7,21,1,1,438940,1,1
f3,tennis,3,18,0,1,319444,1,1
f2,tennis,3,20,0,10,347175,1,0
f3,badminton,1,8,0,7,383360,0,0
f1,football,3,20,0,10,521267,1,1
f1,football,6,19,1,12,450932,1,1
f1,football,1,20,0,7,376924,1,1
f2,tennis,3,9,0,2,305846,0,0
f2,tennis,7,16,1,9,324012,0,1
f2,tennis,4,15,0,4,422365,0,0
f2,football,3,19,0,9,513407,1,1
f2,badminton,3,14,0,12,446440,0,1
f3,football,6,12,1,4,541660,0,0
f1,football,5,19,0,7,494359,1,0
f3,football,6,3,1,12,371068,0,0
f3,football,7,21,1,2,469048,1,1
f3,tennis,1,10,0,2,279067,0,1
f3,football,6,23,1,7,502513,0,0
f3,tennis,6,3,1,10,272973,0,0
f2,football,2,23,0,11,517915,0,0
f1,tennis,5,18,0,9,380365,1,1
f3,football,3,20,0,4,450037,1,0
f1,tennis,7,16,1,7,337773,0,1
f3,football,5,21,0,1,542225,1,1
f1,table-tennis,3,17,0,12,423284,1,0
f2,tennis,7,8,1,5,329477,0,0
f2,tennis,5,10,0,1,272942,0,0
f1,football,1,12,0,9,394560,0,0
f3,tennis,5,10,0,10,340989,0,0
f2,table-tennis,4,17,0,4,394520,1,0
f2,badminton,4,19,0,10,353584,1,1
f2,football,4,19,0,11,478885,1,1
f1,tennis,4,17,0,6,320208,1,1
f2,football,3,14,0,2,538302,0,0
f2,football,5,14,0,3,491139,0,1
f3,tennis,2,17,0,12,274925,1,1
f1,football,6,19,1,4,484787,1,1
f1,football,7,16,1,10,470446,0,0
f1,football,6,15,1,11,530455,0,1
f3,football,7,12,1,8,531352,0,1
f3,tennis,4,17,0,3,316995,1,1
f1,tennis,2,17,0,1,405466,1,1
f3,football,5,14,0,6,539959,0,0
f2,football,6,13,1,9,491373,0,0
f1,badminton,2,21,0,7,363205,1,1
f3,tennis,2,10,0,9,281082,0,1
f3,tennis,3,15,0,3,305567,0,1
f3,tennis,3,11,0,7,309077,0,1
f1,table-tennis,6,21,1,4,363090,1,1
f1,tennis,4,6,0,7,369116,0,0
f3,football,4,11,0,1,505249,0,0
f3,table-tennis,5,14,0,12,413782,0,1
f3,football,1,6,0,7,440510,0,0
f1,tennis,4,6,0,11,308963,0,0
f2,tennis,3,19,0,9,283779,1,1
f2,football,3,23,0,11,529374,0,0
f3,badminton,6,11,1,9,387304,0,1
f3,tennis,4,12,0,12,360277,0,1
f2,tennis,6,19,1,3,271964,1,1
f2,tennis,6,20,1,10,303054,1,0
f1,football,2,8,0,6,491088,0,1
f2,badminton,3,20,0,10,401833,1,1
f2,tennis,6,17,1,10,309020,1,1
f1,football,2,9,0,12,536772,0,1
f3,table-tennis,6,7,1,2,371877,0,0
f1,football,4,3,0,9,453455,0,0
f3,football,1,18,0,5,470352,1,1
f2,tennis,2,21,0,4,287247,1,1
f1,football,5,1,0,3,454607,0,0
f2,tennis,4,23,0,9,285705,0,0
f1,tennis,5,21,0,3,428326,1,1
f3,table-tennis,5,17,0,7,433858,1,1
f2,tennis,4,8,0,9,261738,0,0
f2,tennis,3,13,0,3,251383,0,1
f1,tennis,3,18,0,8,251090,1,1
f2,tennis,3,18,0,1,306418,1,1
f3,football,7,19,1,1,498974,1,1
f3,tennis,4,10,0,4,343708,0,0
f2,tennis,2,5,0,5,305343,0,0
f3,table-tennis,7,17,1,12,385633,1,1
f3,tennis,7,15,1,5,374641,0,0
f1,football,3,19,0,2,509682,1,1
f2,tennis,5,6,0,8,392027,0,1
f1,badminton,1,6,0,3,386977,0,0
f3,tennis,6,8,1,1,261822,0,1
f2,football,3,13,0,7,515325,0,0
f2,table-tennis,7,15,1,1,360515,0,0
f1,football,3,4,0,7,521197,0,0
f1,tennis,7,17,1,7,251653,1,1
f3,football,4,9,0,8,546681,0,0
f1,tennis,6,17,1,2,337294,1,0
f2,tennis,6,23,1,5,292344,0,0
f3,football,6,17,1,9,466009,1,1
f3,tennis,2,20,0,6,256827,1,0
f1,football,2,16,0,11,492534,0,1
f2,football,1,19,0,7,381862,1,1
f1,badminton,7,14,1,12,440230,0,0
f2,football,2,15,0,3,461980,0,0
f2,table-tennis,1,16,0,1,434485,0,1
f3,football,2,8,0,8,491515,0,0
f3,tennis,7,20,1,8,275292,1,1
f2,tennis,6,10,1,3,255175,0,0
f2,tennis,3,18,0,9,414237,1,1
f1,table-tennis,3,20,0,6,411393,1,1
f3,football,2,17,0,2,370319,1,1
f2,badminton,3,0,0,8,433627,0,0
f3,football,1,18,0,10,497720,1,1
f1,tennis,6,21,1,2,320642,1,0
f1,badminton,6,18,1,8,422281,1,1
f2,tennis,4,14,0,11,264478,0,1
f3,football,1,11,0,3,454099,0,1
f2,football,1,20,0,1,534115,1,0
f3,tennis,5,18,0,10,327371,1,1
f2,football,5,4,0,12,451715,0,0
f1,badminton,4,13,0,2,433744,0,1
f3,football,4,19,0,6,442855,1,1
f3,tennis,5,20,0,1,259225,1,0
f1,football,5,6,0,2,545049,0,0
f2,football,2,21,0,9,482605,1,1
f1,table-tennis,6,15,1,9,447793,0,1
f3,badminton,3,13,0,11,442084,0,0
f1,football,7,19,1,3,502632,1,1
f3,football,5,12,0,10,496179,0,0
f3,tennis,7,15,1,6,333000,0,0
f3,tennis,5,20,0,4,321516,1,1
f3,tennis,3,23,0,6,409297,0,0
f2,football,6,12,1,1,528087,0,1
f1,tennis,1,8,0,5,278157,0,0
f1,table-tennis,7,22,1,5,422569,0,0
f3,tennis,2,2,0,2,410341,0,0
f1,tennis,3,9,0,10,280539,0,1
f2,football,5,20,0,7,478499,1,1
f3,tennis,7,11,1,8,313999,0,0
f3,table-tennis,5,17,0,2,434181,1,1
f3,tennis,4,18,0,2,357329,1,0
f2,tennis,7,15,1,7,265799,0,0
f1,table-tennis,6,23,1,10,351498,0,0
f3,tennis,1,17,0,5,255397,1,1
f3,football,3,18,0,9,478940,1,1
f3,table-tennis,4,17,0,8,428005,1,1
f1,football,4,19,0,5,501684,1,1
f2,football,4,21,0,10,456463,1,1
f2,football,4,16,0,9,541471,0,1
f1,tennis,5,15,0,4,301815,0,0
f1,tennis,5,17,0,12,382275,1,1
f2,tennis,3,23,0,11,325499,0,1
f3,tennis,4,16,0,6,274967,0,1
f3,table-tennis,1,10,0,5,395838,0,0
f2,table-tennis,2,2,0,8,380603,0,0
f2,football,7,18,1,12,461247,1,1
f1,football,5,19,0,3,487707,1,1
f3,football,3,14,0,8,452981,0,1
